28,23,0,4099,620,0
26,27,0,2677,1792,0
30,58,41576,6215,27754,1
26,25,43172,7626,28256,1
20,17,6979,8071,4438,1
58,18,0,1262,2102,1
44,17,418,7017,8520,1
39,28,0,3282,500,1
44,24,48724,9980,22997,0
46,46,57827,8163,26517,1
34,23,2595,7908,14112,1
32,23,33119,7261,20956,1
25,18,3517,5069,7650,0
35,14,1543,1376,3197,0
19,22,9362,4218,4531,0
53,47,3596,11069,18005,1
57,34,58481,7054,22854,0
27,33,3410,6755,10278,1
37,11,0,2170,739,1
24,30,2822,3462,4271,0
44,17,247,3586,4733,1
48,10,0,188,971,0
40,15,7254,6472,6263,1
54,31,41258,11881,24677,1
34,32,43708,11081,22830,0
57,34,8045,6385,9913,0
58,29,263,4766,3598,0
26,10,1971,9754,5222,0
49,21,47277,6370,22450,1
55,25,59138,10739,24993,1
40,38,56500,6528,28607,1
54,28,9882,8616,16875,1
59,30,751,2457,3199,1
36,38,50167,6022,25394,0
46,16,4342,6673,11562,0
21,25,4133,4212,4376,0
33,17,7134,7025,11530,1
31,22,0,3957,780,1
24,11,5503,1685,2945,0
29,18,166,7104,7601,1
25,20,6114,1206,15044,0
22,10,2389,1517,2073,1
22,23,3899,1882,2869,0
22,26,3992,4777,1492,1
38,28,5110,2818,5927,1
21,15,7375,3614,3454,0
21,14,9592,1305,2282,1
44,46,8590,11663,17374,0
52,48,23918,6654,20341,1
37,27,8020,6983,7062,0
35,23,47753,6595,27677,1
28,34,9310,6936,12581,0
30,35,3001,5805,10780,0
30,16,5044,11404,15288,1
45,26,72,2906,3928,1
25,18,1123,6874,3852,0
30,36,22992,6540,18819,1
58,27,0,1558,1447,1
27,21,2398,5094,15573,1
38,33,53432,6162,25996,1
46,26,8549,6669,14202,1
41,31,58742,10717,24097,0
60,39,10293,8851,21708,0
27,26,6551,3587,14074,0
35,38,30534,11236,21608,0
31,18,1383,4294,3453,0
29,26,5397,5427,6376,0
29,42,16366,11629,20247,1
35,50,54167,9503,22842,1
25,15,73,7292,5018,1
50,18,0,740,648,1
33,17,596,1419,2454,0
50,88,53232,7854,27800,0
56,14,67,1997,2531,1
49,30,0,0,1205,1
43,23,5313,8598,16653,0
30,80,50583,8776,28822,1
25,21,55591,8252,24291,1
48,25,5844,5376,12748,0
36,22,2394,9269,15905,0
25,19,4307,1304,5489,1
28,50,52146,9773,26152,1
24,14,733,3758,4785,1
36,26,6900,5463,6465,0
35,29,1802,5406,6200,1
21,25,7475,9604,4923,1
59,89,51363,9491,29715,1
56,31,11100,11495,20532,0
56,41,45577,9100,23645,1
39,25,56372,6942,22508,1
38,45,40218,7501,24130,1
34,25,0,0,1432,1
37,30,0,10744,27213,1
53,22,5214,7710,7388,0
29,20,5274,2848,5580,1
53,35,44112,8673,24161,1
55,20,41178,7710,24583,0
46,23,8816,6227,7274,1
20,26,9703,4239,3978,0
44,33,4169,7424,8082,0
27,68,40933,11664,27667,1
30,26,25184,9102,18965,1
46,47,43107,7385,23883,1
48,22,0,0,1206,0
25,20,16241,2262,19606,0
33,49,30660,10239,19634,0
23,13,8746,2650,4298,0
26,20,5015,7750,9851,1
37,53,50310,9689,27777,1
25,23,3212,3339,3310,1
53,13,0,6309,2228,1
42,28,8017,2118,9834,1
32,29,7730,5763,13699,0
26,34,25462,8030,21242,0
37,33,2014,5111,14133,1
59,50,49859,7120,24203,1
24,13,4829,1778,2327,1
58,47,53965,7824,26141,0
31,30,12650,9233,19173,0
25,12,787,2762,3433,0
56,16,5856,2512,10369,1
47,43,55494,6260,25664,0
25,28,8801,5718,9041,1
21,28,7205,10145,1712,0
53,30,17091,8908,18655,0
36,22,7530,5217,11119,0
31,22,9898,8559,7165,0
46,47,18335,10701,21376,0
46,13,91,6581,3510,1
58,38,529,11730,16837,0
27,20,0,1751,549,1
21,23,9508,4866,3014,1
29,27,1967,4987,3224,0
36,31,57197,11084,27599,0
22,20,361,2033,2195,0
51,28,42443,10957,24498,0
31,27,38560,6076,20050,0
27,21,0,0,1114,1
51,16,0,3564,1819,1
47,24,5998,7931,13460,1
19,21,8814,0,3472,0
60,35,45568,11145,25239,1
35,16,0,1900,624,0
32,23,0,1488,2217,1
22,22,2556,4193,2950,0
59,41,50049,7428,27304,0
35,24,465,11458,6112,1
29,18,6827,4970,6748,0
57,29,20118,6792,21126,1
21,29,6455,2655,4717,1
44,38,46653,9772,28228,1
50,30,506,4765,4176,1
49,36,39387,7025,21621,0
25,16,5256,6262,14039,0
45,38,47180,8717,22987,1
59,24,9200,7631,13496,0
29,48,2747,11301,17878,0
44,21,7300,6015,7825,0
49,15,1164,2920,3021,0
51,18,6327,2998,5665,0
57,25,9375,9667,16803,1
58,19,0,5746,1777,1
32,26,58823,8496,22670,0
50,28,9248,6850,6142,0
41,24,41817,8046,27869,0
31,31,8307,7035,6645,1
55,24,608,4184,3205,1
41,43,39884,10866,19621,1
41,29,12317,9438,18904,0
40,29,6698,6881,12292,1
44,44,53708,10953,24567,1
34,43,56759,10070,24382,1
30,44,47836,9878,23646,0
25,75,40579,10197,28253,1
34,15,0,1543,655,0
20,24,7733,0,1362,0
60,12,0,1593,1717,1
27,11,1142,10919,2942,0
27,11,0,1363,1909,1
24,23,9682,5096,790,1
21,19,9069,3064,1211,1
47,43,36068,10289,18916,0
24,13,5619,2616,1769,1
47,25,19065,10148,19634,1
53,21,3089,6390,14913,0
37,24,1482,1164,2533,1
24,22,2092,0,1262,0
51,31,6701,8178,16528,0
46,33,6992,5406,10076,1
59,78,45008,7661,29191,1
29,15,6845,8529,16160,1
60,47,23586,9884,19779,1
47,27,1683,7961,10826,0
30,20,0,1612,1955,0
46,50,2679,9243,17312,0
23,23,7434,4745,3633,0
25,25,4881,9999,7960,0
24,16,8493,5711,2626,0
29,17,0,4443,576,1
50,31,10245,10455,19243,1
49,25,6617,7294,14328,1
52,36,7021,8363,16863,0
45,29,1478,1481,2931,1
29,16,0,0,1367,0
25,29,766,6155,4519,0
23,14,8352,10027,3156,1
22,15,4497,4460,1412,1
21,19,96,4690,4842,0
22,27,1885,1375,513,0
49,16,282,1168,2532,0
51,28,4021,5005,9438,0
44,20,3066,10383,15834,0
29,11,502,7558,4250,0
33,25,6639,2447,5931,1
29,21,1455,2770,3658,1
51,31,37299,8967,20972,0
58,85,46528,7818,29146,1
43,21,5988,7691,8500,1
31,15,467,4887,4620,0
30,20,929,5999,9937,0
51,41,51193,8708,26148,1
28,24,5274,6962,9591,1
40,48,8938,11358,18064,0
29,50,9660,10076,18120,1
35,33,9013,7990,10916,1
23,17,8467,0,1030,1
32,27,0,7830,24433,1
25,49,22351,6524,22151,0
47,32,5643,1331,8433,1
57,20,4770,10681,17124,0
40,30,682,6189,3382,1
27,13,0,240,650,0
37,30,5922,5939,7483,1
52,35,3254,6781,13868,1
19,25,6272,0,1318,1
28,27,2471,1217,7438,1
54,47,14566,9079,20101,1
43,38,9358,11881,17304,0
20,24,4737,5132,1187,0
42,15,1978,5681,12561,1
36,45,13251,10961,21513,0
28,20,414,9900,5265,1
22,12,7868,1923,2450,0
21,11,9725,2787,2978,1
50,32,9333,9863,15849,1
44,35,201,5404,9977,0
39,16,6642,7522,8990,1
25,42,8751,11482,17094,0
23,22,900,2842,2235,1
47,92,44503,11487,28553,0
26,14,0,9452,1097,0
21,11,7186,1182,3854,0
36,20,9893,11937,15354,1
37,34,5091,6144,6293,1
46,44,7026,8124,17677,0
54,25,2639,3480,9007,1
28,34,48259,10985,26565,1
24,14,6962,11810,3910,1
52,16,5732,5715,10941,1
21,24,2240,11821,3220,0
45,29,8187,6727,10915,0
60,19,8633,9477,7135,0
30,16,3348,9489,6089,1
46,22,6367,7983,11274,1
26,51,45580,7529,27752,0
50,45,59015,11201,22429,0
25,14,2169,2862,943,1
29,35,4339,7852,6025,0
55,22,4061,11801,15638,0
32,33,9037,6254,8526,0
58,16,547,1148,2595,0
25,39,57929,7792,23856,0
55,20,5501,4846,17300,1
34,18,1472,1813,2665,0
50,32,39329,10059,20516,1
26,28,19077,8174,21929,1
59,26,18476,11503,20942,1
59,20,736,5216,12083,0
28,79,43266,7995,29770,0
30,29,3202,7802,7518,0
59,48,45228,6929,22225,0
34,29,21312,7645,20910,0
39,46,0,6244,22488,0
29,15,6844,11360,6853,1
27,36,51182,7948,25689,1
30,40,8368,8658,17172,1
23,18,8194,11876,3666,0
46,30,50378,8400,23568,0
48,23,381,7130,8404,0
26,32,2853,7352,6403,0
49,26,864,9044,15851,0
45,27,1074,2918,2970,1
40,30,9686,2353,6801,1
20,17,4278,1021,1826,1
24,12,6612,9831,3004,1
38,38,17230,8010,19338,1
39,23,1504,6868,9952,1
47,18,5760,6305,8326,0
56,34,44866,6796,24486,0
56,35,42169,6874,24129,1
28,18,0,3823,1347,0
21,27,7243,3513,1041,0
27,16,0,11970,1086,0
54,25,42617,11478,25125,1
50,49,51261,6787,22306,1
23,20,5008,9467,2260,1
25,21,2020,10594,16078,0
25,17,9086,4523,7607,1
36,34,57792,7696,24545,0
44,40,47010,9034,28569,0
33,78,58432,8140,29414,1
21,12,903,6314,2440,0
54,34,5881,9018,16489,0
33,27,911,10882,17388,1
22,15,6963,1714,2037,0
26,21,9238,7388,8762,1
32,21,1834,4759,5011,0
19,20,9855,4648,4368,1
49,25,5017,7705,14308,1
54,23,16601,8044,18619,1
21,26,1877,9241,1376,0
20,14,5225,1927,1825,1
29,29,1648,2157,3979,0
23,19,8315,4815,3798,0
25,22,6647,2431,5417,0
32,31,2329,5680,16595,0
49,23,50755,8826,28575,0
45,92,59414,9996,29322,0
22,14,1801,3753,3510,1
37,34,1526,7508,6799,1
49,15,2244,7956,13291,0
53,11,0,588,614,1
45,32,59210,9114,27229,0
21,28,5042,1314,4912,1
44,27,742,2537,2795,0
20,13,4853,0,841,0
53,33,1130,7848,7344,0
29,27,1651,3440,5385,1
30,23,9545,7155,12608,0
27,30,6268,7866,6427,1
53,17,7986,6277,12152,1
38,28,0,1987,763,1
39,22,0,7769,1147,0
57,18,7593,4375,5664,0
59,22,1041,6551,14850,1
52,29,15752,6277,22145,1
27,20,1898,4881,3068,0
57,17,7332,5393,9288,0
52,27,9991,5148,7930,0
38,42,40427,8311,28608,1
40,93,46003,11049,29652,0
25,26,326,7514,8974,0
45,20,36043,11711,21566,1
45,37,35373,6338,18243,0
37,30,265,2092,7346,0
36,15,9885,2196,12760,1
20,27,5343,3185,3168,1
19,16,8469,6106,3328,1
48,13,963,2021,2526,0
32,47,30200,8798,18813,1
37,10,729,4793,3137,1
47,28,922,4512,4609,0
28,12,0,4133,1249,1
48,36,53089,6539,22503,1
60,34,8343,4612,10439,1
22,28,5863,1241,696,0
30,26,0,5410,1608,1
40,23,28114,7951,20323,1
52,46,32748,8779,20304,1
33,12,0,1293,1686,0
42,41,32122,8596,19621,1
36,27,9813,5591,8205,0
41,94,49308,11373,27887,1
59,22,2242,8107,16558,0
55,15,9174,7883,8485,1
25,14,1239,7402,4450,1
20,28,5184,0,1089,0
26,14,0,3020,942,0
54,23,5239,7194,8940,0
29,21,464,8558,5029,1
57,17,1194,7750,3240,0
53,10,1777,1577,2336,0
49,26,3571,5246,6191,1
48,27,48509,11207,25111,1
24,11,6236,0,733,0
34,30,783,6224,4511,1
35,34,7976,10488,15541,0
20,13,5565,0,3834,1
22,14,5556,6121,3437,1
52,43,13129,10652,20129,0
24,23,3469,4059,2756,1
55,18,0,0,1432,1
34,84,51994,11234,29009,1
27,22,27108,8503,18398,1
29,21,804,1674,2832,0
26,23,0,0,1295,1
48,22,47642,8369,22654,0
39,23,50067,9636,25979,0
20,25,4296,4897,3635,0
38,29,7934,6801,14073,0
38,23,0,7329,1869,1
20,26,6176,0,1728,0
20,20,8846,4598,3002,0
48,35,2727,7354,6250,1
36,16,1291,4062,5040,0
36,32,8232,5653,12965,0
43,23,6556,2298,9836,0
30,33,7077,5406,12424,1
47,29,0,1622,1733,0
38,29,8950,7054,9231,1
30,44,20245,10491,20638,0
35,45,57033,9728,27473,1
58,30,1804,6182,6317,1
42,26,0,1288,718,0
25,22,8619,3299,8506,0
24,16,215,3324,4765,1
33,37,8066,10218,16754,1
19,10,5387,1735,1728,0
25,20,1783,1767,17843,1
27,15,0,1696,505,1
56,97,59607,11425,28252,0
52,21,1354,1453,14884,0
36,23,2006,6360,8470,1
58,37,49785,11586,22965,0
19,18,9007,1222,2812,1
40,37,48837,11649,26185,0
44,30,4157,6280,13996,1
48,47,23035,8591,22062,0
30,18,8580,11084,16504,0
44,27,41921,9930,24016,0
49,24,6446,5304,11339,0
24,28,8307,5933,4340,0
29,25,4278,5941,9167,1
53,21,1479,2613,3988,1
58,29,1540,3123,15765,1
55,37,41027,8230,25490,1
28,19,1594,1547,2324,0
26,26,1586,1576,3844,0
51,33,7420,7866,14195,0
60,28,46811,7223,24263,0
37,40,40524,7852,29676,1
36,34,5413,10905,15422,0
30,23,7067,6829,5462,1
27,19,0,1598,2112,0
30,21,13240,11165,20103,1
26,23,158,4194,2707,0
25,11,1818,4524,2838,1
48,33,8774,7322,14298,1
31,13,1534,2436,4086,1
26,28,8129,1868,7189,0
42,21,4979,6266,11439,1
59,24,6706,5716,13790,1
22,27,3690,4009,3240,0
23,19,1400,4964,3039,0
57,27,5500,11114,16383,1
45,17,0,1756,2116,1
25,33,37689,8869,19247,0
50,24,9610,6330,7427,1
59,31,5309,6930,14096,1
52,27,40796,9183,25577,0
27,41,31423,11364,18537,0
24,10,8509,5323,2620,1
20,22,1064,1781,2890,0
46,21,0,0,1358,1
40,45,52849,10534,28023,0
31,19,1918,6092,5327,0
28,18,9333,1504,8751,0
54,19,3155,7499,11564,1
36,32,221,6021,8396,0
60,30,4544,11061,15064,0
51,41,56775,10161,27553,0
58,48,38892,10090,19629,0
21,16,511,7299,1205,1
59,26,58026,9390,25893,1
26,28,1060,3817,3069,0
24,15,2457,2596,4240,1
45,35,8944,7562,6741,0
40,50,5156,8348,17766,1
28,15,1510,4530,5198,1
19,23,61,10541,2819,0
35,20,59770,6859,29096,0
54,25,374,1557,2701,1
58,20,167,2596,5171,1
55,39,40102,10888,29091,0
35,29,121,5835,5012,0
39,12,0,2827,914,1
24,14,4081,1647,1642,1
47,41,52355,9253,23527,0
37,28,7736,5661,12030,0
24,16,5612,2393,985,0
57,25,13,4227,3943,1
56,20,518,3813,3092,1
44,12,0,4909,620,0
37,25,16376,6830,20612,0
49,82,46868,7294,28446,0
48,33,54936,10566,25470,0
39,20,2607,7533,11413,1
60,28,882,3272,4463,1
46,26,784,5143,11302,1
55,43,5155,10007,17068,0
25,32,6594,1284,7356,1
